Record_ID,Customer_ID_record,Canonical_Customer_ID,Customer_Name,Email,Phone,City,Address,Product_ID,Product_Name,Category,Seller_Name,Quantity,Price_per_item,Discount(%),Shipping_Charges,Final_Price,Payment_Method,Delivery_Status,Order_Date,Customer_Rating,Coupon_Code,Device_Used
R0105,CR8355,C1065,S. Patel,spatel@gmail.com,9.16306E+11,Pune,"Flat 75, Block C, Pune",P1909,Shirt,Home Decor,ShopKart,4,1270.28,28.88,122,3735.69,Debit Card,Delivered,02-07-2025,2,,Laptop
R0106,CR8651,C1071,R. Kumar,rkumar@shop.in,9.17763E+11,Chennai,"Flat 295, Block A, Chennai",P3960,Face Cream,Groceries,ShopKart,1,9131.7,13.95,56,7913.83,Credit Card,Pending,23-01-2025,,FESTIVE20,Laptop
R0107,CR7056,C1005,Kumar M.,kumarm@shop.in,9.18727E+11,Mumbai,"Flat 248, Block B, Mumbai",P2098,Face Cream,Beauty,ShopKart,3,1720.67,9.73,92,4751.75,Debit Card,Pending,06-06-2025,1,FREESHIP,Laptop
R0108,CR4607,C1010,S. Patel,spatel@mail.in,9.17948E+11,Delhi,"Flat 198, Block D, Delhi",P3738,Cookbook,Electronics,MegaMart,3,7508.45,14.69,119,19335.38,Debit Card,Cancelled,21-07-2025,5,FREESHIP,Mobile
R0109,CR5424,C1037,K. Mehta,kmehta@mail.in,9.18827E+11,Pune,"Flat 304, Block D, Pune",P2023,Face Cream,Books,EcomStore,4,3291.46,14.22,104,11397.66,Net Banking,Cancelled,13-09-2025,2,NEWUSER10,Mobile
R0110,CR3100,C1073,D. Kumar,dkumar@shop.in,9.19346E+11,Bangalore,"Flat 28, Block D, Bangalore",P1939,Cookbook,Beauty,DealHub,2,3148.39,27.26,12,4592.28,Credit Card,Delivered,22-06-2025,2,NEWUSER10,Tablet
R0111,CR6818,C1046,S. Iyer,siyer@gmail.com,9.16421E+11,Pune,"Flat 17, Block D, Pune",P1883,Cookbook,Books,ShopKart,4,816.52,14.94,64,2842.13,Net Banking,Cancelled,08-01-2025,4,FESTIVE20,Tablet
R0112,CR2102,C1043,Amith S.,amiths@shop.in,9.16346E+11,Chennai,"Flat 484, Block E, Chennai",P3670,Wireless Headphones,Electronics,DealHub,3,12480.49,20.15,44,29941.01,UPI,Cancelled,02-09-2025,2,,Mobile
R0113,CR3606,C1030,Sneha Patel,snehapatel@shop.in,9.17587E+11,Noida,"Flat 26, Block A, Noida",P2417,Wireless Headphones,Home Decor,EcomStore,3,14728.47,18.18,67,36219.5,Net Banking,Cancelled,17-01-2025,4,FESTIVE20,Laptop
R0114,CR9811,C1032,Amith S.,amiths@shop.in,9.19257E+11,Mumbai,"Flat 422, Block C, Mumbai",P3062,Cookbook,Clothing,ShopKart,2,1328.34,11.87,85,2426.33,Debit Card,Pending,06-03-2025,5,,Mobile
R0115,CR9711,C1012,K. Mehta,kmehta@mail.in,9.18172E+11,Mumbai,"Flat 19, Block B, Mumbai",P3201,Lamp,Beauty,DealHub,3,11035.41,13.88,16,28527.09,UPI,Cancelled,16-05-2025,2,FESTIVE20,Tablet
R0116,CR5444,C1066,Diya K.,diyak@mail.in,9.17568E+11,Chennai,"Flat 74, Block D, Chennai",P2636,Shirt,Beauty,MegaMart,3,9588.58,10.55,103,25833.95,Debit Card,Cancelled,16-08-2025,3,FESTIVE20,Mobile
R0117,CR4008,C1000,Deepa Iyer,deepaiyer@gmail.com,9.17326E+11,Kolkata,"Flat 241, Block C, Kolkata",P1979,Shirt,Home Decor,MegaMart,3,1054,16.11,89,2741.6,Credit Card,Pending,20-04-2025,5,FREESHIP,Laptop
R0118,CR5557,C1003,Sanjay Iyer,sanjayiyer@mail.in,9.18709E+11,Noida,"Flat 221, Block D, Noida",P1708,Wireless Headphones,Books,ShopKart,3,5029.81,25.99,108,11275.69,Net Banking,Cancelled,07-07-2025,2,,Mobile
R0119,CR1580,C1052,Diya K.,diyak@mail.in,9.17451E+11,Chennai,"Flat 385, Block C, Chennai",P2390,Wireless Headphones,Home Decor,DealHub,2,11653.81,13.82,3,20089.51,UPI,Pending,17-09-2025,5,,Tablet
R0120,CR8352,C1046,Amith S.,amiths@gmail.com,9.18367E+11,Chennai,"Flat 317, Block D, Chennai",P2538,Wireless Headphones,Groceries,EcomStore,4,14509.31,10.61,140,52019.49,Debit Card,Pending,25-05-2025,3,FREESHIP,Laptop
R0121,CR8361,C1014,Sneha Patel,snehapatel@ecom.in,9.16231E+11,Delhi,"Flat 139, Block B, Delhi",P3773,Face Cream,Electronics,DealHub,4,4589.09,22.86,148,14308.1,COD,Pending,01-01-2025,1,FREESHIP,Mobile
R0122,CR9234,C1034,Amit Sharma,amitsharma@ecom.in,9.16974E+11,Pune,"Flat 340, Block D, Pune",P3292,Wireless Headphones,Electronics,EcomStore,1,10960.44,19.05,64,8936.48,Credit Card,Cancelled,04-04-2025,2,NEWUSER10,Tablet
R0123,CR4093,C1056,A. Sharma,asharma@shop.in,9.18556E+11,Lucknow,"Flat 339, Block E, Lucknow",P3240,Cookbook,Books,DealHub,2,1953.69,29.04,146,2918.68,Net Banking,Cancelled,20-09-2025,4,,Tablet
R0124,CR4951,C1018,S. Patel,spatel@mail.in,9.18296E+11,Delhi,"Flat 113, Block D, Delhi",P3378,Cookbook,Books,DealHub,1,14037.92,15.76,77,11902.54,COD,Pending,27-08-2025,1,FESTIVE20,Laptop
R0125,CR4802,C1048,S. Patel,spatel@ecom.in,9.17053E+11,Lucknow,"Flat 404, Block E, Lucknow",P2815,Yoga Mat,Clothing,ShopKart,1,369.91,16.25,16,325.8,Debit Card,Pending,09-05-2025,5,FESTIVE20,Laptop
R0126,CR2742,C1026,Deepa Iyer,deepaiyer@ecom.in,9.18164E+11,Kolkata,"Flat 295, Block C, Kolkata",P1668,Lamp,Beauty,EcomStore,1,1562.59,19.98,83,1333.38,UPI,Cancelled,21-02-2025,2,FESTIVE20,Tablet
R0127,CR8304,C1035,Diya K.,diyak@gmail.com,9.16321E+11,Chennai,"Flat 79, Block C, Chennai",P1661,Wireless Headphones,Home Decor,EcomStore,4,8896.27,22.53,24,27591.76,COD,Delivered,13-01-2025,4,FREESHIP,Mobile
R0128,CR9560,C1022,Ravi Kumar,ravikumar@shop.in,9.16679E+11,Chennai,"Flat 127, Block A, Chennai",P1366,Shirt,Home Decor,EcomStore,1,6688.1,29.91,91,4778.69,Credit Card,Cancelled,09-09-2025,2,FESTIVE20,Mobile
R0129,CR9685,C1072,Sanjay I.,sanjayi@mail.in,9.16438E+11,Kolkata,"Flat 138, Block B, Kolkata",P2573,Wireless Headphones,Beauty,EcomStore,3,8254.96,10.01,101,22386.92,Credit Card,Cancelled,27-08-2025,,,Tablet
R0130,CR8296,C1054,Sneha P.,snehap@ecom.in,9.17103E+11,Pune,"Flat 168, Block D, Pune",P2642,Cookbook,Beauty,MegaMart,2,7601.19,24.63,3,11461.03,COD,Cancelled,24-06-2025,4,,Tablet
R0131,CR4927,C1024,Ravindra K.,ravindrak@shop.in,9.19155E+11,Mumbai,"Flat 455, Block C, Mumbai",P3668,Shirt,Books,EcomStore,4,4479.97,12.75,26,15661.1,Debit Card,Cancelled,21-09-2025,5,FREESHIP,Laptop
R0132,CR2700,C1012,Sanjay Iyer,sanjayiyer@ecom.in,9.18323E+11,Chennai,"Flat 317, Block A, Chennai",P2029,Wireless Headphones,Home Decor,EcomStore,3,3069.17,26.47,86,6856.28,Credit Card,Cancelled,25-03-2025,,NEWUSER10,Mobile
R0133,CR3294,C1046,S. Iyer,siyer@mail.in,9.19609E+11,Pune,"Flat 289, Block A, Pune",P1637,Wireless Headphones,Clothing,EcomStore,2,1998.13,20.87,114,3276.24,Net Banking,Pending,10-09-2025,4,FREESHIP,Laptop
R0134,CR6388,C1068,Sanjay I.,sanjayi@shop.in,9.17903E+11,Mumbai,"Flat 499, Block E, Mumbai",P3805,Face Cream,Clothing,ShopKart,4,14187.69,22.42,63,44090.24,COD,Delivered,24-07-2025,2,NEWUSER10,Tablet
R0135,CR5994,C1010,K. Mehta,kmehta@ecom.in,9.18244E+11,Noida,"Flat 310, Block D, Noida",P2096,Face Cream,Home Decor,ShopKart,2,12681.23,17.13,117,21134.87,Credit Card,Cancelled,19-03-2025,2,NEWUSER10,Mobile
R0136,CR6951,C1039,S. Iyer,siyer@shop.in,9.18411E+11,Hyderabad,"Flat 313, Block A, Hyderabad",P1684,Yoga Mat,Clothing,ShopKart,1,14840.42,10.79,122,13361.14,Debit Card,Delivered,19-03-2025,3,FESTIVE20,Laptop
R0137,CR1990,C1002,Sneha Patel,snehapatel@ecom.in,9.16218E+11,Chennai,"Flat 368, Block E, Chennai",P2853,Yoga Mat,Beauty,ShopKart,3,10133.13,20.51,28,24192.48,UPI,Cancelled,06-09-2025,5,FESTIVE20,Mobile
R0138,CR7111,C1027,Sneha Patel,snehapatel@shop.in,9.19007E+11,Delhi,"Flat 218, Block B, Delhi",P3443,Wireless Headphones,Clothing,EcomStore,2,14385.77,15.78,61,24292.39,Credit Card,Cancelled,06-03-2025,3,FESTIVE20,Mobile
R0139,CR1689,C1047,S. Iyer,siyer@gmail.com,9.18587E+11,Lucknow,"Flat 340, Block B, Lucknow",P3387,Shirt,Electronics,DealHub,4,661.01,11.49,69,2409.24,COD,Delivered,15-03-2025,5,,Laptop
R0140,CR3964,C1053,Sneha P.,snehap@gmail.com,9.19964E+11,Pune,"Flat 176, Block C, Pune",P2675,Wireless Headphones,Home Decor,EcomStore,3,12138.64,26.45,108,26891.91,UPI,Cancelled,03-01-2025,4,FREESHIP,Tablet
R0141,CR6741,C1054,D. Kumar,dkumar@shop.in,9.1984E+11,Bangalore,"Flat 3, Block E, Bangalore",P3185,Wireless Headphones,Electronics,DealHub,1,9647.17,23.33,73,7469.49,COD,Cancelled,20-09-2025,3,FREESHIP,Tablet
R0142,CR3505,C1021,S. Patel,spatel@ecom.in,9.17821E+11,Noida,"Flat 14, Block C, Noida",P1287,Wireless Headphones,Home Decor,MegaMart,3,10227.47,14.33,74,26359.62,COD,Delivered,09-07-2025,3,FREESHIP,Mobile
R0143,CR4875,C1053,Ravi Kumar,ravikumar@mail.in,9.18955E+11,Delhi,"Flat 375, Block C, Delhi",P2066,Shirt,Groceries,DealHub,2,13671.15,20.98,89,21694.89,COD,Delivered,05-02-2025,1,FESTIVE20,Laptop
R0144,CR6750,C1011,D. Kumar,dkumar@mail.in,9.183E+11,Lucknow,"Flat 432, Block C, Lucknow",P2204,Face Cream,Books,EcomStore,4,3400.16,22.28,118,10688.42,Credit Card,Cancelled,14-05-2025,4,,Tablet
R0145,CR6457,C1063,K. Mehta,kmehta@gmail.com,9.16792E+11,Hyderabad,"Flat 271, Block E, Hyderabad",P3040,Shirt,Books,MegaMart,4,4630.87,10.81,59,16580.09,Debit Card,Cancelled,04-01-2025,5,NEWUSER10,Mobile
R0146,CR6067,C1039,Sneha P.,snehap@ecom.in,9.18776E+11,Bangalore,"Flat 428, Block D, Bangalore",P2469,Face Cream,Electronics,EcomStore,3,4735.66,25.56,105,10680.68,COD,Pending,22-09-2025,5,NEWUSER10,Laptop
R0147,CR2881,C1013,K. Mehta,kmehta@ecom.in,9.16121E+11,Pune,"Flat 211, Block D, Pune",P2350,Face Cream,Books,DealHub,2,2023.84,22.46,88,3226.57,COD,Delivered,17-01-2025,5,FESTIVE20,Tablet
R0148,CR5820,C1021,Sneha Patel,snehapatel@mail.in,9.17015E+11,Pune,"Flat 96, Block E, Pune",P3469,Lamp,Electronics,MegaMart,2,3941.42,28.47,75,5713.6,Credit Card,Cancelled,20-05-2025,1,FREESHIP,Mobile
R0149,CR2724,C1015,Sneha Patel,snehapatel@gmail.com,9.16632E+11,Delhi,"Flat 408, Block B, Delhi",P2351,Yoga Mat,Books,ShopKart,3,4513.62,10.19,110,12271.05,UPI,Delivered,05-07-2025,1,,Mobile
R0150,CR4791,C1008,R. Kumar,rkumar@shop.in,9.17501E+11,Hyderabad,"Flat 143, Block A, Hyderabad",P3761,Shirt,Home Decor,EcomStore,4,716.69,18.78,51,2379.38,Credit Card,Pending,12-01-2025,3,FREESHIP,Laptop
R0151,CR7999,C1048,Sanjay I.,sanjayi@mail.in,9.16669E+11,Delhi,"Flat 416, Block B, Delhi",P1732,Cookbook,Home Decor,DealHub,3,13924.86,14.15,101,35964.48,COD,Delivered,22-03-2025,1,NEWUSER10,Tablet
R0152,CR9039,C1055,R. Kumar,rkumar@ecom.in,9.16971E+11,Bangalore,"Flat 244, Block D, Bangalore",P3224,Wireless Headphones,Beauty,MegaMart,1,352.21,22.9,104,375.55,Net Banking,Cancelled,26-03-2025,4,FREESHIP,Laptop
R0153,CR4354,C1079,Ravi Kumar,ravikumar@shop.in,9.18493E+11,Kolkata,"Flat 142, Block E, Kolkata",P1536,Yoga Mat,Books,MegaMart,4,7170.21,21.55,25,22525.12,Net Banking,Pending,03-03-2025,5,FREESHIP,Laptop
R0154,CR9185,C1051,K. Mehta,kmehta@ecom.in,9.18727E+11,Kolkata,"Flat 368, Block A, Kolkata",P2269,Face Cream,Clothing,MegaMart,3,5263.19,15.75,115,13417.71,COD,Pending,20-01-2025,,NEWUSER10,Tablet
R0155,CR2260,C1068,Sanjay I.,sanjayi@shop.in,9.18426E+11,Chennai,"Flat 476, Block C, Chennai",P3773,Wireless Headphones,Clothing,MegaMart,1,14151.36,7.07,60,13210.86,COD,Pending,23-05-2025,5,,Tablet
R0156,CR6454,C1021,Amith S.,amiths@ecom.in,9.16701E+11,Chennai,"Flat 184, Block B, Chennai",P2270,Shirt,Electronics,DealHub,1,6977.35,10.66,110,6343.56,Credit Card,Delivered,10-09-2025,,FESTIVE20,Mobile
R0157,CR1985,C1019,Sneha P.,snehap@ecom.in,9.16586E+11,Lucknow,"Flat 445, Block E, Lucknow",P1268,Face Cream,Home Decor,DealHub,3,447.99,21.98,57,1105.57,Credit Card,Cancelled,02-09-2025,2,FREESHIP,Mobile
R0158,CR2956,C1078,Sneha P.,snehap@shop.in,9.17978E+11,Bangalore,"Flat 403, Block D, Bangalore",P2635,Wireless Headphones,Clothing,DealHub,4,12257.13,20.3,144,39219.73,UPI,Pending,03-01-2025,4,NEWUSER10,Laptop
R0159,CR8549,C1044,Sanjay I.,sanjayi@shop.in,9.18111E+11,Lucknow,"Flat 71, Block D, Lucknow",P3418,Yoga Mat,Home Decor,ShopKart,4,6167.52,23.81,145,18941.13,Debit Card,Delivered,07-05-2025,4,FESTIVE20,Tablet
R0160,CR2216,C1021,S. Patel,spatel@shop.in,9.18503E+11,Chennai,"Flat 202, Block D, Chennai",P2029,Wireless Headphones,Books,MegaMart,3,10750.12,22.42,80,25099.83,Credit Card,Cancelled,22-05-2025,,FREESHIP,Laptop
R0161,CR7782,C1040,Kumar Mehta,kumarmehta@ecom.in,9.16598E+11,Bangalore,"Flat 125, Block E, Bangalore",P3931,Lamp,Electronics,DealHub,2,2729.86,15.45,24,4640.19,Debit Card,Pending,14-09-2025,2,FESTIVE20,Tablet
R0162,CR5922,C1026,S. Iyer,siyer@ecom.in,9.19428E+11,Mumbai,"Flat 54, Block C, Mumbai",P2354,Face Cream,Books,MegaMart,3,624.06,19.58,5,1510.61,Credit Card,Cancelled,07-04-2025,,FESTIVE20,Laptop
R0163,CR6555,C1018,Sanjay I.,sanjayi@ecom.in,9.1756E+11,Hyderabad,"Flat 284, Block E, Hyderabad",P1075,Cookbook,Groceries,EcomStore,4,5113.57,21.57,123,16165.29,COD,Delivered,15-03-2025,4,FREESHIP,Laptop
R0164,CR7382,C1078,Sanjay Iyer,sanjayiyer@shop.in,9.16898E+11,Chennai,"Flat 438, Block D, Chennai",P1044,Wireless Headphones,Clothing,ShopKart,3,9694.27,11.5,21,25759.29,Net Banking,Cancelled,09-04-2025,3,FREESHIP,Laptop
R0165,CR6983,C1015,Amith S.,amiths@mail.in,9.17543E+11,Noida,"Flat 106, Block D, Noida",P2170,Yoga Mat,Groceries,EcomStore,4,11472.8,17.68,82,37859.64,COD,Pending,10-04-2025,2,FESTIVE20,Mobile
R0166,CR8362,C1011,Kumar Mehta,kumarmehta@shop.in,9.17709E+11,Delhi,"Flat 459, Block D, Delhi",P1320,Shirt,Home Decor,MegaMart,3,3944.79,26.64,107,8788.69,UPI,Pending,18-08-2025,3,FREESHIP,Mobile
R0167,CR7155,C1039,Ravindra K.,ravindrak@shop.in,9.17817E+11,Lucknow,"Flat 225, Block E, Lucknow",P2015,Face Cream,Groceries,MegaMart,3,1087.16,8.27,21,3012.76,Credit Card,Pending,16-09-2025,2,,Laptop
R0168,CR8825,C1013,Amith S.,amiths@mail.in,9.17128E+11,Lucknow,"Flat 411, Block B, Lucknow",P2694,Face Cream,Groceries,MegaMart,1,12128.49,19.8,83,9810.05,COD,Cancelled,21-08-2025,2,FESTIVE20,Laptop
R0169,CR8148,C1013,R. Kumar,rkumar@mail.in,9.19014E+11,Hyderabad,"Flat 148, Block B, Hyderabad",P3341,Wireless Headphones,Home Decor,EcomStore,4,3424.79,21.55,103,10849.99,UPI,Pending,14-07-2025,,,Mobile
R0170,CR5932,C1071,Amit Sharma,amitsharma@shop.in,9.18479E+11,Bangalore,"Flat 273, Block D, Bangalore",P1082,Lamp,Groceries,MegaMart,3,12266.09,27.36,34,26764.26,COD,Delivered,25-06-2025,,FESTIVE20,Mobile
R0171,CR4144,C1038,Ravi Kumar,ravikumar@mail.in,9.17205E+11,Chennai,"Flat 111, Block A, Chennai",P2872,Yoga Mat,Home Decor,DealHub,2,8966.06,22.37,130,14050.7,Net Banking,Cancelled,27-05-2025,4,,Mobile
R0172,CR3657,C1042,Sneha Patel,snehapatel@ecom.in,9.1819E+11,Lucknow,"Flat 298, Block B, Lucknow",P3674,Yoga Mat,Books,ShopKart,4,11618.38,21.3,38,36612.66,UPI,Cancelled,14-07-2025,3,FESTIVE20,Laptop
R0173,CR6599,C1048,Sneha P.,snehap@shop.in,9.16606E+11,Kolkata,"Flat 317, Block D, Kolkata",P2944,Shirt,Clothing,MegaMart,2,5192.08,28.54,45,7465.52,COD,Delivered,22-09-2025,,NEWUSER10,Laptop
R0174,CR7719,C1037,Amit Sharma,amitsharma@shop.in,9.16515E+11,Delhi,"Flat 164, Block C, Delhi",P1797,Shirt,Electronics,EcomStore,4,1889.27,28.53,78,5479.05,Credit Card,Cancelled,10-06-2025,3,FREESHIP,Mobile
R0175,CR1919,C1035,Diya K.,diyak@ecom.in,9.165E+11,Hyderabad,"Flat 161, Block A, Hyderabad",P2771,Cookbook,Beauty,MegaMart,4,11068.61,10.22,3,39752.59,Credit Card,Cancelled,09-02-2025,5,FREESHIP,Mobile
R0176,CR8211,C1071,Kumar M.,kumarm@mail.in,9.17041E+11,Hyderabad,"Flat 30, Block C, Hyderabad",P2089,Shirt,Beauty,MegaMart,4,11795.35,11.93,0,41552.66,Debit Card,Pending,26-07-2025,5,FESTIVE20,Laptop
R0177,CR5675,C1067,S. Patel,spatel@shop.in,9.16803E+11,Chennai,"Flat 332, Block E, Chennai",P2184,Wireless Headphones,Groceries,ShopKart,3,9233.59,5.6,17,26166.53,UPI,Cancelled,12-02-2025,,NEWUSER10,Laptop
R0178,CR6506,C1009,K. Mehta,kmehta@shop.in,9.19224E+11,Kolkata,"Flat 412, Block D, Kolkata",P1178,Face Cream,Electronics,MegaMart,1,12330.22,25.62,41,9212.22,COD,Cancelled,26-07-2025,5,FREESHIP,Tablet
R0179,CR3313,C1079,Sanjay I.,sanjayi@ecom.in,9.19658E+11,Chennai,"Flat 451, Block E, Chennai",P2159,Cookbook,Books,DealHub,1,8456.53,28.99,70,6074.98,Debit Card,Delivered,24-06-2025,1,NEWUSER10,Mobile
R0180,CR8235,C1045,S. Iyer,siyer@mail.in,9.19147E+11,Chennai,"Flat 427, Block A, Chennai",P2553,Lamp,Home Decor,EcomStore,2,4431.33,21.81,62,6991.71,Credit Card,Cancelled,27-08-2025,1,,Mobile
R0181,CR5658,C1042,R. Kumar,rkumar@mail.in,9.18878E+11,Mumbai,"Flat 66, Block B, Mumbai",P3038,Cookbook,Clothing,EcomStore,3,11768.16,15.93,110,29790.48,Credit Card,Cancelled,03-03-2025,5,FESTIVE20,Laptop
R0182,CR1626,C1063,Kumar M.,kumarm@mail.in,9.17935E+11,Pune,"Flat 333, Block D, Pune",P3357,Lamp,Beauty,DealHub,3,6060.81,8.33,84,16751.83,Debit Card,Delivered,09-09-2025,1,FESTIVE20,Tablet
R0183,CR7772,C1016,D. Kumar,dkumar@ecom.in,9.17871E+11,Lucknow,"Flat 435, Block B, Lucknow",P2158,Yoga Mat,Beauty,EcomStore,2,5092.3,23.62,56,7835,COD,Pending,16-08-2025,5,NEWUSER10,Mobile
R0184,CR1220,C1018,Amith S.,amiths@shop.in,9.171E+11,Kolkata,"Flat 373, Block C, Kolkata",P2248,Wireless Headphones,Clothing,DealHub,1,5552.38,8.13,34,5134.97,Credit Card,Delivered,11-01-2025,2,NEWUSER10,Laptop
R0185,CR1515,C1062,Kumar Mehta,kumarmehta@shop.in,9.19114E+11,Noida,"Flat 381, Block E, Noida",P3068,Yoga Mat,Groceries,DealHub,1,1407.31,7.19,9,1315.12,Credit Card,Pending,20-08-2025,5,NEWUSER10,Tablet
R0186,CR8465,C1012,A. Sharma,asharma@gmail.com,9.19213E+11,Hyderabad,"Flat 79, Block B, Hyderabad",P1622,Yoga Mat,Home Decor,ShopKart,4,14954.85,23,94,46154.94,Credit Card,Cancelled,21-09-2025,3,FREESHIP,Mobile
R0187,CR1731,C1069,Sneha Patel,snehapatel@mail.in,9.18999E+11,Kolkata,"Flat 296, Block E, Kolkata",P2174,Cookbook,Groceries,MegaMart,3,13317.07,8.78,30,36473.49,Debit Card,Cancelled,13-01-2025,2,NEWUSER10,Mobile
R0188,CR7738,C1041,Ravindra K.,ravindrak@shop.in,9.17017E+11,Noida,"Flat 492, Block C, Noida",P3230,Lamp,Electronics,EcomStore,2,9695.21,5.64,48,18344.8,Credit Card,Cancelled,08-06-2025,3,,Laptop
R0189,CR8389,C1058,K. Mehta,kmehta@ecom.in,9.17731E+11,Noida,"Flat 439, Block A, Noida",P3733,Wireless Headphones,Clothing,EcomStore,3,4729.5,6.59,74,13327.48,COD,Pending,26-03-2025,5,FESTIVE20,Tablet
R0190,CR1382,C1047,A. Sharma,asharma@ecom.in,9.1864E+11,Lucknow,"Flat 7, Block C, Lucknow",P3048,Wireless Headphones,Groceries,EcomStore,4,3079.12,25.51,41,9215.55,COD,Delivered,04-02-2025,5,NEWUSER10,Tablet
R0191,CR5174,C1077,S. Patel,spatel@mail.in,9.17994E+11,Mumbai,"Flat 335, Block C, Mumbai",P3318,Yoga Mat,Beauty,EcomStore,4,10488.77,20.74,104,33357.6,Debit Card,Delivered,17-04-2025,5,NEWUSER10,Laptop
R0192,CR1596,C1038,R. Kumar,rkumar@shop.in,9.18621E+11,Lucknow,"Flat 94, Block E, Lucknow",P1339,Cookbook,Home Decor,ShopKart,2,3096.55,25.51,121,4734.24,Credit Card,Cancelled,16-01-2025,2,FREESHIP,Laptop
R0193,CR4153,C1026,R. Kumar,rkumar@shop.in,9.18323E+11,Noida,"Flat 197, Block B, Noida",P2857,Face Cream,Books,DealHub,2,12689.42,23.56,109,19508.59,Credit Card,Pending,01-07-2025,1,NEWUSER10,Mobile
R0194,CR4779,C1066,D. Kumar,dkumar@ecom.in,9.18578E+11,Lucknow,"Flat 113, Block E, Lucknow",P2041,Lamp,Home Decor,ShopKart,1,10360.41,25.38,78,7808.94,Debit Card,Cancelled,19-06-2025,,FESTIVE20,Laptop
R0195,CR4440,C1023,Amit Sharma,amitsharma@mail.in,9.19303E+11,Mumbai,"Flat 363, Block E, Mumbai",P3964,Yoga Mat,Groceries,ShopKart,3,5023.04,28.85,127,10848.68,Net Banking,Cancelled,08-06-2025,1,FESTIVE20,Mobile
R0196,CR2916,C1000,Sanjay I.,sanjayi@ecom.in,9.19293E+11,Delhi,"Flat 31, Block B, Delhi",P1121,Face Cream,Groceries,MegaMart,3,2631.45,24.58,21,5974.92,UPI,Cancelled,25-03-2025,4,FESTIVE20,Tablet
R0197,CR6269,C1031,Sneha P.,snehap@gmail.com,9.19522E+11,Delhi,"Flat 377, Block C, Delhi",P1534,Shirt,Home Decor,EcomStore,4,4476.73,14.43,77,15399.95,UPI,Pending,17-02-2025,5,,Laptop
R0198,CR9997,C1079,Amith S.,amiths@mail.in,9.16311E+11,Kolkata,"Flat 335, Block D, Kolkata",P1026,Yoga Mat,Electronics,EcomStore,4,2850.61,14.81,68,9781.74,COD,Pending,26-07-2025,1,,Tablet
R0199,CR6801,C1050,S. Iyer,siyer@gmail.com,9.19295E+11,Mumbai,"Flat 43, Block A, Mumbai",P3317,Shirt,Groceries,EcomStore,2,2397.9,19.91,148,3988.96,Net Banking,Delivered,10-01-2025,3,FREESHIP,Tablet
R0200,CR8127,C1008,Deepa Iyer,deepaiyer@mail.in,9.18404E+11,Delhi,"Flat 203, Block B, Delhi",P3584,Cookbook,Books,ShopKart,2,3191.81,18.64,109,5302.71,Credit Card,Delivered,05-08-2025,1,FESTIVE20,Mobile
R0201,CR8246,C1026,Sneha Patel,snehapatel@gmail.com,9.1621E+11,Delhi,"Flat 274, Block B, Delhi",P1495,Shirt,Home Decor,ShopKart,2,3178.7,27.26,131,4755.37,Debit Card,Cancelled,24-04-2025,3,,Mobile
R0202,CR4701,C1006,Sanjay I.,sanjayi@mail.in,9.17863E+11,Chennai,"Flat 131, Block B, Chennai",P3016,Yoga Mat,Books,ShopKart,4,11480.18,25.3,62,34364.78,UPI,Cancelled,23-01-2025,2,FREESHIP,Mobile
R0203,CR3506,C1001,S. Iyer,siyer@shop.in,9.18075E+11,Hyderabad,"Flat 336, Block A, Hyderabad",P2357,Wireless Headphones,Clothing,MegaMart,2,4520.29,23.72,44,6940.15,Net Banking,Cancelled,20-03-2025,4,NEWUSER10,Laptop
R0204,CR3721,C1043,S. Iyer,siyer@mail.in,9.19951E+11,Noida,"Flat 87, Block E, Noida",P3838,Face Cream,Groceries,DealHub,4,11124.89,26.42,45,32787.78,UPI,Cancelled,02-08-2025,4,FESTIVE20,Tablet
R0205,CR7085,C1016,S. Iyer,siyer@shop.in,9.17188E+11,Pune,"Flat 84, Block C, Pune",P3612,Wireless Headphones,Home Decor,DealHub,3,12743.7,9.55,130,34710.03,Debit Card,Delivered,21-07-2025,5,NEWUSER10,Tablet
R0206,CR4203,C1068,A. Sharma,asharma@gmail.com,9.19532E+11,Mumbai,"Flat 169, Block B, Mumbai",P1633,Face Cream,Electronics,EcomStore,2,12211.27,17.06,102,20358.05,Net Banking,Pending,10-02-2025,5,FESTIVE20,Mobile
R0207,CR6413,C1060,R. Kumar,rkumar@mail.in,9.16897E+11,Chennai,"Flat 228, Block B, Chennai",P1468,Shirt,Beauty,ShopKart,2,6656.44,21.46,85,10540.94,COD,Pending,20-07-2025,1,NEWUSER10,Laptop
R0208,CR9301,C1051,Deepa Iyer,deepaiyer@shop.in,9.1939E+11,Lucknow,"Flat 200, Block E, Lucknow",P2271,Lamp,Home Decor,ShopKart,2,6972.11,16.88,17,11607.44,Net Banking,Delivered,12-04-2025,2,FREESHIP,Laptop
R0209,CR1193,C1057,Diya K.,diyak@mail.in,9.1807E+11,Delhi,"Flat 213, Block B, Delhi",P1529,Face Cream,Home Decor,MegaMart,4,6846.36,19.44,145,22206.71,COD,Pending,10-05-2025,4,NEWUSER10,Tablet
R0210,CR4326,C1075,Sneha Patel,snehapatel@gmail.com,9.16657E+11,Pune,"Flat 208, Block A, Pune",P3187,Yoga Mat,Home Decor,ShopKart,4,2744.31,18.68,12,8938.69,UPI,Delivered,26-03-2025,3,FESTIVE20,Laptop
